    test-logloss-mean,  test-logloss-std,   train-logloss-mean, train-logloss-std
995,0.334330333333,     0.00255108726276,   0.281724333333,     0.00109940600124
996,0.334328666667,     0.00254719641087,   0.281670666667,     0.00110637737183
997,0.334328666667,     0.00254889052117,   0.281625333333,     0.00110333927491
998,0.334325,           0.00254295510512,   0.281582666667,     0.00112080695136
999,0.334324666667,     0.00254111646504,   0.281532333333,     0.00112128388714


0,0.649194333333,0.000149337053525,0.649053666667,3.65270067515e-05
1,0.612861333333,0.000205227245321,0.612606333333,0.000590641082967
2,0.582757333333,0.000231194482825,0.582443,0.00035502769845
3,0.556939,0.000696727110616,0.556539,0.000396944160641
4,0.535048,0.00073224722601,0.534574,0.000422644846966
5,0.516806666667,0.000487075855375,0.516204333333,0.000807348059321
6,0.500982,0.000585712102203,0.500306666667,0.000704405817378
7,0.487352666667,0.000589892833958,0.486592666667,0.000863520443044
8,0.475547333333,0.000522152170242,0.474727,0.00105224426822
9,0.464027666667,0.000287544006294,0.463147666667,0.00189185223759
10,0.454844666667,0.000316548398967,0.453921,0.00145648709801
11,0.446026333333,0.00125572192605,0.445027666667,0.0012863771695
12,0.438477666667,0.00104379957633,0.437423,0.00180422245487
13,0.432381,0.00107688563305,0.431248666667,0.00199599638165
14,0.426325,0.0011761686387,0.425114666667,0.00144718907618
15,0.420913666667,0.000802400703445,0.419635333333,0.00143335906954
16,0.416565,0.00108028360474,0.415255666667,0.0012497792694
17,0.412081,0.000597589044969,0.410685666667,0.00177621945591
18,0.408705333333,0.000585583659456,0.407239666667,0.00184615227493
19,0.405260666667,0.00125339707285,0.403749666667,0.00121431800704
20,0.40187,0.000781860601386,0.400296333333,0.00173304824579
21,0.398622,0.00106423431004,0.396965666667,0.00162732384266
22,0.396317,0.000987377671748,0.394587333333,0.0016761098479
23,0.393738333333,0.00128490786527,0.391920333333,0.00133744839984
24,0.39164,0.00163594274553,0.389749333333,0.00100541279527
25,0.389105666667,0.00167320975639,0.387149333333,0.00102305989832
26,0.387437666667,0.00161524246546,0.385420333333,0.00116125717316
27,0.385910666667,0.00149891434786,0.383838333333,0.00125975932446
28,0.384267333333,0.0018047982959,0.382133333333,0.000970951881174
29,0.382955666667,0.00170529300187,0.380763,0.00110215183467
30,0.381524333333,0.00149405986791,0.379278666667,0.00137322111192
31,0.380179333333,0.00164427538921,0.377879333333,0.00132950726044
32,0.378727333333,0.00166126243829,0.376366666667,0.00120392284729
33,0.377573666667,0.0019399938717,0.375152666667,0.00094372182813
34,0.376523333333,0.00184662111857,0.374039333333,0.00110243437698
35,0.375624333333,0.00171299198934,0.373103333333,0.00122237646501
36,0.374686666667,0.0020460701085,0.372097,0.000913455344648
37,0.373952666667,0.00187805011174,0.371296,0.00104356152989
38,0.373000333333,0.00173621606438,0.370300666667,0.00121335247238
39,0.372317,0.00185104348949,0.369555333333,0.00113457020742
40,0.371486333333,0.00187811187692,0.368671,0.00112555142042
41,0.370880666667,0.00180472737246,0.368006333333,0.00120665276235
42,0.370044,0.00189270018756,0.367126333333,0.00112616912091
43,0.369457333333,0.00177204897098,0.366481666667,0.00124479351255
44,0.368902333333,0.0019243175991,0.365864,0.00110439395145
45,0.368302,0.00176802846885,0.365227333333,0.00124162107299
46,0.36753,0.00180468796934,0.364381333333,0.00121138112179
47,0.367040333333,0.00176749037401,0.363865,0.00125831739504
48,0.366557333333,0.00185757912946,0.363305666667,0.00116490466944
49,0.366046333333,0.00174524732408,0.362737333333,0.00126817489155
50,0.365651333333,0.00176215934454,0.362296,0.00126254372862
51,0.365134666667,0.00185397686669,0.361727666667,0.00119291081906
52,0.364715,0.00189331472996,0.361279666667,0.0011591920558
53,0.364314333333,0.00167144534926,0.360808,0.00138793587748
54,0.363932333333,0.00190736298474,0.360375666667,0.00111540615423
55,0.363536333333,0.00185130518524,0.359934333333,0.00117671756264
56,0.363179333333,0.00195615342502,0.359524333333,0.00112061957069
57,0.362626333333,0.00199767637241,0.358878333333,0.00106731449078
58,0.362262,0.00203302188872,0.358434,0.00102676709466
59,0.361958,0.0018806504194,0.358087,0.00117399943214
60,0.361564,0.00194233948286,0.357620333333,0.0011346897765
61,0.361226,0.00202839164529,0.357237,0.00105528763851
62,0.360998666667,0.00201984460348,0.356967,0.00106391478355
63,0.360763,0.002006627519,0.356683333333,0.00106911344373
64,0.360433333333,0.00202265276857,0.356332666667,0.00108374361462
65,0.360069333333,0.00206031394587,0.355905333333,0.0011178444535
66,0.359744333333,0.00203561953441,0.355515,0.00106914576493
67,0.359464666667,0.00204085869727,0.355185666667,0.00103505888185
68,0.359153,0.00190003210499,0.354799333333,0.00118478868252
69,0.358898666667,0.00190631237967,0.354499666667,0.00116924172959
70,0.358598666667,0.00202859628534,0.354129,0.00105996352138
71,0.358320333333,0.00198421929792,0.353803,0.00113508090754
72,0.358214666667,0.00204748452714,0.353662333333,0.00107048192678
73,0.358007,0.00194537519946,0.353400666667,0.00119805128809
74,0.357773333333,0.00202447249645,0.353099666667,0.00111816585929
75,0.357506,0.00195810844099,0.352774666667,0.00115934042551
76,0.357398,0.00200954737856,0.352631333333,0.00111852055065
77,0.357146666667,0.00207901456357,0.352292666667,0.0010668496718
78,0.356926333333,0.00196994100306,0.352008,0.00117692169097
79,0.356699666667,0.00194355161724,0.351734,0.00122411137837
80,0.356525333333,0.00189420173747,0.351512,0.00124735747349
81,0.356324,0.00181458222924,0.351251333333,0.00136595566871
82,0.356137333333,0.00182936096918,0.350995,0.00136197577071
83,0.355887,0.00191865160986,0.350711333333,0.00130519738822
84,0.355698333333,0.00194298779089,0.350458666667,0.00124740806831
85,0.355526,0.00197484379129,0.350241,0.00121600109649
86,0.355353666667,0.00192353222542,0.350027,0.00124543994904
87,0.355192333333,0.00192516740975,0.349809333333,0.00124148683261
88,0.354923666667,0.00187710438945,0.349446333333,0.00131089799586
89,0.354834333333,0.00189581316473,0.349288,0.00129176803903
90,0.354742,0.00189338022242,0.349149333333,0.00128628906376
91,0.354531666667,0.00178257011706,0.348904,0.00141791889754
92,0.354261,0.00181266727964,0.348559,0.00140781911717
93,0.354171,0.00175440645234,0.348396,0.00150266252587
94,0.354008666667,0.00189087428338,0.348170333333,0.00137661719039
95,0.353823333333,0.00189739757446,0.347937666667,0.00135419603045
96,0.353683,0.00187207603122,0.347762333333,0.00137258304748
97,0.353425333333,0.00174775843742,0.347451333333,0.0015085552323
98,0.353231333333,0.00173357671368,0.347188666667,0.00151796559762
99,0.353071666667,0.00172179312217,0.346979666667,0.00152586616568
100,0.352985666667,0.0017310660171,0.346842333333,0.00152366757821
101,0.352891666667,0.00176815013189,0.346705,0.00148902451289
